"Company Name","Company Status",State,"Date Created","Created By","Last Modified on"
" -River Oaks Retirement",none,LA,"2023-12-04 16:24:25",lorrel.filliater,
" -Sayre Christian Village",none,KY,"2022-06-16 14:16:24",katie.harris,"2025-07-24 08:57:47 by Emily.Foreman"
" -Shearer-Richardson",none,MS,"2022-10-26 16:30:38",katie.harris,
" -St Agnes Health Beaux",none,LA,"2023-09-12 15:09:31",lorrel.filliater,
" -St James Place",disable,LA,"2023-09-01 12:52:09",lorrel.filliater,"2024-03-28 11:28:20 by lorrel.filliater"
" -Stones River Manor, Inc.",none,TN,,,"2020-02-24 13:34:46 by Mandy.Lytle"
" -Summit View Health Management Inc",disable,TN,"2020-11-12 08:34:20",Mandy.Lytle,"2022-04-04 15:25:05 by lorrel.filliater"
" - -Summit View of Farragut",disable,TN,"2020-11-12 08:34:44",Mandy.Lytle,"2022-04-04 15:27:38 by lorrel.filliater"
" - -Summit View of Rocky Top",disable,TN,"2020-11-12 08:34:57",Mandy.Lytle,"2022-04-04 15:27:50 by lorrel.filliater"
" -The Farms at Bailey Station",none,TN,"2021-04-02 08:41:09",Mandy.Lytle,
" -The Guardian House",none,LA,"2022-09-12 09:08:38",katie.harris,"2025-02-24 15:36:24 by lorrel.filliater"
" -The Health Care Center at West Meade Place",none,TN,,,"2021-03-17 13:58:39 by Mandy.Lytle"
" -The Health Center at Research Park",none,AL,"2025-06-27 13:14:14",lorrel.filliater,
" -The Jordan Center",none,KY,"2023-07-06 15:37:22",lorrel.filliater,
" -The Lodge at Tangi Pines",none,LA,"2021-08-31 15:43:06",Mandy.Lytle,
" -The Pavilion",none,TN,,,"2022-09-28 14:07:57 by polly.smith"
" -The Waters of Union City",none,TN,,,"2022-09-28 14:06:04 by polly.smith"
" -Tri-Community Nursing Center",none,LA,"2020-01-03 15:49:41",lorrel.filliater,
" - -Bayou Chateau Nursing Center",none,LA,"2020-01-14 15:05:41",lorrel.filliater,
" -Village of Germantown",none,TN,,,"2022-09-28 13:54:46 by polly.smith"
" -Washington County Nursing Home",none,AL,,,"2022-09-28 13:53:49 by polly.smith"
" -White House Health Care",none,TN,,,"2022-09-28 13:48:49 by polly.smith"
" -Windsor Place",none,MS,,,"2022-09-28 13:45:15 by polly.smith"
" -Wiregrass Rehab Center and Nursing Home",none,AL,,,"2022-09-28 13:44:56 by polly.smith"
" -Woodlands in Leesville",none,LA,"2025-03-18 14:29:40",lorrel.filliater,"2025-03-18 14:35:06 by lorrel.filliater"
" -Wyndridge Health and Rehab",disable,TN,,,"2025-08-05 11:22:20 by traci.varon"
"Ponce Therapy Center",disable,,,,
"Powder River Manor",none,MT,"2024-06-12 09:58:45",Emily.Foreman,
"Power County Hospital District",none,ID,"2025-05-13 16:04:52",Emily.Foreman,
"Prairie Mission Retirement Village",none,KS,,,"2020-02-18 14:07:28 by Mandy.Lytle"
"Preferred Care",none,NJ,"2021-11-23 10:25:47",katie.harris,
" -Preferred Care at Absecon",none,NJ,"2021-11-23 10:26:32",katie.harris,
" -Preferred Care at Hamilton",none,NJ,"2021-11-23 10:27:13",katie.harris,
" -Preferred Care at Mercer",none,NJ,"2021-11-23 10:29:39",katie.harris,"2024-06-04 10:06:05 by traci.varon"
" -Preferred Care at Old Bridge",none,NJ,"2021-11-23 10:26:53",katie.harris,
" -Preferred Care at Wall",none,NJ,"2021-11-23 10:26:16",katie.harris,
"Premier Senior Management",none,IA,"2025-11-12 14:16:32",Emily.Foreman,
" -Hawkeye Care Center of Dubuque",none,IA,"2025-11-12 14:16:45",Emily.Foreman,
" -Sunny Hill Care Center",none,IA,"2025-11-12 14:16:54",Emily.Foreman,
" -Sunny View Care Center",none,IA,"2025-11-12 14:17:03",Emily.Foreman,
"Presbyterian Communities of South Carolina",none,SC,"2023-04-18 08:44:01",katie.harris,
" -Laurel Crest",none,SC,"2023-05-09 13:46:13",Emily.Foreman,
" -The Clinton Presbyterian Community",none,SC,"2023-04-18 08:44:43",katie.harris,
" -The Columbia Presbyterian Community",none,SC,"2023-04-18 08:45:32",katie.harris,
" -The Florence Presbyterian Community",none,SC,"2023-04-18 08:45:14",katie.harris,
" -The Foothills Retirement Community",none,SC,"2023-04-18 08:44:58",katie.harris,"2024-07-15 10:19:09 by lorrel.filliater"
" -The Village at Summerville",none,SC,"2023-04-18 08:44:26",katie.harris,
"Presbyterian Homes",none,IL,"2023-03-13 11:11:24",katie.harris,
" -Lake Forest Place",none,IL,"2023-03-14 13:33:38",katie.harris,
" -The Moorings of Arlington Heights",none,IL,"2023-03-14 13:34:07",katie.harris,
" -Westminster Place",none,IL,"2023-03-14 13:34:21",katie.harris,
"Presbyterian Homes and Services of Kentucky",disable,KY,,,"2024-11-26 10:34:27 by traci.varon"
" -Cedar Creek ALF",none,KY,,,"2022-09-21 14:05:16 by polly.smith"
" -Helmwood Healthcare",none,KY,,,"2022-10-04 10:10:18 by polly.smith"
" -Westminster Terrace",none,KY,,,"2022-09-28 13:50:06 by polly.smith"
"Presbyterian Manors of Mid America",none,KS,,,"2022-10-04 11:37:21 by polly.smith"
"Presbyterian Senior Care Network",none,PA,,,"2024-04-15 08:37:13 by traci.varon"
" -Elmwood Gardens",disable,KY,,,"2023-08-02 14:50:11 by lorrel.filliater"
" -Longwood at Oakmont",none,PA,,,"2022-10-04 11:02:58 by polly.smith"
" -Manchester Commons",none,PA,,,"2021-02-10 10:03:08 by Mandy.Lytle"
" -Oakwood Heights",disable,PA,,,"2023-08-02 14:50:38 by lorrel.filliater"
" -Shenango on the Green",none,PA,,,"2022-09-28 14:29:44 by polly.smith"
" -Southmont",none,PA,,,"2022-09-28 14:24:56 by polly.smith"
" -The Willows",none,PA,,,"2022-09-28 14:05:37 by polly.smith"
"Presbyterian Village AR",none,,"2024-01-22 15:52:55",lorrel.filliater,
"Prestige Administrative Services LLC",none,KY,"2020-04-05 16:41:40",lorrel.filliater,"2021-10-29 12:28:41 by lorrel.filliater"
" -Arbors at Carroll",none,OH,"2020-07-21 07:58:07",Mandy.Lytle,
" -Arbors at Delaware",none,OH,"2020-07-20 14:55:14",Mandy.Lytle,
" -Arbors at Fairlawn",none,OH,"2020-07-20 15:01:47",Mandy.Lytle,
" -Arbors at Gallipolis",none,MI,"2020-07-20 15:11:00",Mandy.Lytle,"2020-07-22 14:37:33 by Mandy.Lytle"
" -Arbors at Marietta",none,OH,"2020-07-20 15:02:16",Mandy.Lytle,
" -Arbors at Mifflin",none,OH,"2020-07-21 07:58:22",Mandy.Lytle,
" -Arbors at Milford",none,OH,"2020-07-20 14:56:15",Mandy.Lytle,
" -Arbors at Minerva",none,OH,"2020-07-21 07:58:34",Mandy.Lytle,
" -Arbors at Oregon",none,OH,"2020-07-20 14:59:26",Mandy.Lytle,
" -Arbors at Pomeroy",none,OH,"2020-07-21 07:59:17",Mandy.Lytle,
" -Arbors at Springfield",none,OH,"2020-07-21 07:59:29",Mandy.Lytle,
" -Arbors at Stow",none,OH,"2020-07-21 08:01:46",Mandy.Lytle,
" -Arbors at Streetsboro",none,OH,"2020-07-20 14:45:48",Mandy.Lytle,
" -Arbors at Sylvania",none,OH,"2020-07-21 08:02:07",Mandy.Lytle,
" -Arbors at Woodsfield",none,OH,"2020-07-20 15:07:32",Mandy.Lytle,
" -Arbors West",none,OH,"2020-07-21 08:02:21",Mandy.Lytle,
" -Autumn Woods Health Care",none,MI,"2022-10-04 16:53:28",lorrel.filliater,
" -Camden Healthcare",none,TN,"2020-07-21 08:02:40",Mandy.Lytle,"2023-01-10 15:39:23 by lorrel.filliater"
" -Greystone Health Care Center",none,TN,"2020-07-20 14:53:36",Mandy.Lytle,"2020-07-21 14:01:45 by Mandy.Lytle"
" -Huntingdon Healthcare",none,TN,"2020-07-21 16:17:34",lorrel.filliater,"2020-07-22 10:26:35 by Mandy.Lytle"
" -J.F. Hawkins",none,SC,"2020-07-21 08:03:32",Mandy.Lytle,"2022-04-05 12:57:29 by lorrel.filliater"
" -Jefferson City",none,TN,"2020-07-21 08:04:04",Mandy.Lytle,
" -Medilodge at The Shore",none,MI,"2020-07-20 16:49:20",Mandy.Lytle,
" -Medilodge of Alpena",none,MI,"2020-07-20 16:50:51",Mandy.Lytle,
" -Medilodge of Campus Area",none,MI,"2020-07-20 14:59:52",Mandy.Lytle,
" -Medilodge of Capital Area",none,MI,"2020-07-20 16:47:51",Mandy.Lytle,
" -Medilodge of Cass City",none,MI,"2020-07-20 16:48:04",Mandy.Lytle,
" -Medilodge of Cheboygan",none,MI,"2020-07-20 16:51:05",Mandy.Lytle,
" -Medilodge of Clare",none,MI,"2020-07-20 14:54:56",Mandy.Lytle,
" -Medilodge of East Lansing",none,MI,"2020-07-20 15:09:38",Mandy.Lytle,
" -Medilodge of Farmington",none,MI,"2020-07-23 07:50:14",lorrel.filliater,"2020-07-23 08:42:06 by Mandy.Lytle"
" -Medilodge of Fort Gratiot",none,MI,"2020-07-22 16:33:21",lorrel.filliater,"2022-10-04 11:14:01 by polly.smith"
" -Medilodge of Frankenmuth",none,MI,"2020-07-20 16:48:16",Mandy.Lytle,
" -Medilodge of Gaylord",none,MI,"2020-07-20 15:04:23",Mandy.Lytle,
" -Medilodge of Grand Blanc",none,MI,"2020-07-20 14:44:06",Mandy.Lytle,
" -Medilodge of Grand Rapids",none,MI,"2022-09-15 12:11:14",lorrel.filliater,
" -Medilodge of Greenview",none,MI,"2020-07-20 16:51:23",Mandy.Lytle,
" -Medilodge of GTC",none,MI,"2020-07-20 14:51:07",Mandy.Lytle,
" -Medilodge of Haggerty Road",none,MI,"2025-08-06 15:24:36",lorrel.filliater,
" -Medilodge of Hillman",none,MI,"2020-07-20 14:58:19",Mandy.Lytle,
" -Medilodge of Holland",none,MI,"2020-07-20 14:46:59",Mandy.Lytle,
" -Medilodge of Howell",none,MI,"2020-07-20 16:53:07",Mandy.Lytle,
" -Medilodge of Kalamazoo",none,MI,"2020-07-20 16:48:35",Mandy.Lytle,
" -Medilodge of Lansing",none,MI,"2020-07-20 14:44:26",Mandy.Lytle,
" -Medilodge of Leelanau",none,MI,"2020-07-20 16:51:40",Mandy.Lytle,
" -Medilodge of Livingston",none,MI,"2020-07-20 14:55:43",Mandy.Lytle,
" -Medilodge of Livonia",none,MI,"2025-08-06 15:24:15",lorrel.filliater,
" -Medilodge of Ludington",none,MI,"2020-07-20 16:52:02",Mandy.Lytle,
" -Medilodge of Marshall",none,MI,"2020-07-21 15:06:16",Mandy.Lytle,"2022-10-04 11:14:27 by polly.smith"
" -Medilodge of Midland",none,MI,"2020-07-20 14:54:22",Mandy.Lytle,
" -Medilodge of Milford",none,MI,"2020-07-20 16:53:19",Mandy.Lytle,
" -Medilodge of Monroe",none,MI,"2020-07-20 15:08:47",Mandy.Lytle,
" -Medilodge of Montrose",none,MI,"2020-07-20 15:10:05",Mandy.Lytle,"2020-07-22 16:11:17 by Mandy.Lytle"
" -Medilodge of Mt Pleasant",none,MI,"2020-07-20 15:08:24",Mandy.Lytle,
" -Medilodge of Munising",none,MI,"2020-07-20 14:44:52",Mandy.Lytle,
" -Medilodge of Okemos",none,MI,"2020-07-20 16:48:50",Mandy.Lytle,
" -Medilodge of Plymouth",none,MI,"2020-07-20 14:47:20",Mandy.Lytle,
" -Medilodge of Port Huron",none,MI,"2020-07-20 16:53:34",Mandy.Lytle,
" -Medilodge of Portage",none,MI,"2020-07-20 15:08:37",Mandy.Lytle,
" -Medilodge of Richmond",none,MI,"2020-07-20 15:09:05",Mandy.Lytle,
" -Medilodge of Rogers City",none,MI,"2020-07-20 16:52:14",Mandy.Lytle,
" -Medilodge of Sault Ste. Marie",none,MI,"2020-07-20 15:00:59",Mandy.Lytle,
" -Medilodge of Shoreline",none,MI,"2020-07-20 14:57:14",Mandy.Lytle,
" -Medilodge of Southfield",none,MI,"2020-07-20 16:54:06",Mandy.Lytle,
" -Medilodge of St. Clair",none,MI,"2020-07-20 16:54:20",Mandy.Lytle,
" -Medilodge of Sterling",none,MI,"2020-07-20 16:52:27",Mandy.Lytle,"2020-07-20 16:55:42 by Mandy.Lytle"
" -Medilodge of Sterling Heights",none,MI,"2020-07-20 16:54:42",Mandy.Lytle,
" -Medilodge of Tawas City",none,MI,"2020-07-20 14:58:03",Mandy.Lytle,
" -Medilodge of Taylor",none,MI,"2020-07-20 16:55:01",Mandy.Lytle,
" -Medilodge of Traverse City",none,MI,"2020-07-20 14:58:34",Mandy.Lytle,
" -Medilodge of West Bloomfield",none,MI,"2025-08-06 15:25:00",lorrel.filliater,
" -Medilodge of Westwood",none,MI,"2020-07-20 16:49:06",Mandy.Lytle,
" -Medilodge of Wyoming",none,MI,"2020-07-20 16:52:44",Mandy.Lytle,
" -Medilodge of Yale",none,MI,"2020-07-20 16:55:10",Mandy.Lytle,
" -Medilodge of Zeeland",none,MI,"2020-12-18 12:53:00",Mandy.Lytle,"2025-07-17 14:23:17 by lorrel.filliater"
" -Pine Meadows",none,OH,"2020-07-20 14:57:45",Mandy.Lytle,
" -Rainbow Healthcare",none,TN,"2020-07-21 08:04:26",Mandy.Lytle,
" -Ripley Healthcare",none,TN,"2020-07-20 14:46:37",Mandy.Lytle,
" -Spring Gate",none,TN,"2020-07-21 08:04:38",Mandy.Lytle,
" -The Lodge at Taylor",none,MI,"2020-07-20 15:08:06",Mandy.Lytle,
"Prestige Care Center of Fairfield Sunny Brook",none,IA,"2025-11-12 14:27:33",Emily.Foreman,
"Prestige Care Centers",none,NE,"2020-06-24 11:25:39",Mandy.Lytle,
" -Prestige Care Center of Nebraska City",disable,NE,"2020-06-23 15:23:31",Mandy.Lytle,"2025-10-22 10:52:39 by traci.varon"
" -Prestige Care Center of Plattsmouth",none,NE,"2020-06-24 11:26:41",Mandy.Lytle,"2025-11-13 14:40:45 by traci.varon"
"Prestige Healthcare",none,NJ,"2022-01-12 08:53:52",Emily.Foreman,
" -Bay Terrace Rehabilitation and Healthcare Center",none,DE,"2024-03-18 10:05:38",Emily.Foreman,
" -Buckingham Place SNF",none,PA,"2022-01-12 08:58:11",Emily.Foreman,
" -Capitol City SNF",none,MD,"2022-01-12 08:58:53",Emily.Foreman,
" -Caring Heart Rehabilitation and Nursing Center",disable,PA,"2022-01-12 08:59:51",Emily.Foreman,"2025-09-18 13:36:16 by traci.varon"
" -Coral Springs Rehab and Healthcare Center",none,DE,"2021-02-01 11:59:29",Emily.Foreman,"2022-01-12 08:54:33 by Emily.Foreman"
" -Glen Brook Rehabilitation and Healthcare Center",none,PA,"2022-01-12 09:00:35",Emily.Foreman,
" -Green Meadows",none,PA,"2022-01-12 09:00:52",Emily.Foreman,"2024-11-20 14:03:08 by Emily.Foreman"
" -Green Valley SNF",none,DE,"2022-01-12 09:02:43",Emily.Foreman,"2024-07-01 13:47:15 by traci.varon"
" -Green Valley Terrace SNF",disable,DE,"2022-01-12 08:56:18",Emily.Foreman,"2025-06-04 09:40:56 by traci.varon"
" -Heritage Pointe Rehabilitation and Healthcare Center",none,PA,"2022-01-12 09:01:39",Emily.Foreman,
" -Liberty Pointe Rehabilitation and Healthcare Center",none,PA,"2022-01-12 09:02:17",Emily.Foreman,
" -Ocean Grove",none,DE,"2025-01-13 14:38:11",Emily.Foreman,"2025-06-20 10:30:03 by Emily.Foreman"
" -Park Lane Post Acute",none,PA,"2024-07-01 10:05:12",Emily.Foreman,
" -Pinnacle Rehabilitation and Healthcare Center",none,DE,"2025-01-13 11:05:53",Emily.Foreman,
" -Platinum Health at Richboro",none,PA,"2022-01-12 09:04:41",Emily.Foreman,
" -Platinum Health at Westgate",none,PA,"2022-01-12 09:05:37",Emily.Foreman,
" -Rosewood Gardens SNF",none,PA,"2022-01-12 09:05:02",Emily.Foreman,"2024-08-29 13:51:14 by traci.varon"
" -Willow Brook Rehabilitation and Healthcare Center",none,PA,"2022-01-12 09:06:04",Emily.Foreman,
"Preston Health Services",none,AL,,,"2022-10-04 11:38:23 by polly.smith"
" -Gadsen Health",none,AL,"2024-06-06 14:48:52",lorrel.filliater,
" -Marshall Manor",none,AL,,,"2022-10-04 11:10:32 by polly.smith"
" -Mitchell Hollingsworth",none,AL,,,"2022-10-04 11:18:11 by polly.smith"
" -Senior Rehab and Recovery Center at Limestone Health Facility",none,AL,,,"2022-01-25 14:01:42 by katie.harris"
" -South Hampton",none,AL,,,"2022-09-28 14:26:19 by polly.smith"
"Princeton Health Care Center",none,WV,,,"2023-06-14 14:37:35 by Emily.Foreman"
"Promontory Healthcare",none,OR,"2020-03-18 13:19:03",Mandy.Lytle,
" -Old Cheney Rehabilitation",none,NE,"2020-03-18 13:19:28",Mandy.Lytle,
" -Old Mill Rehabilitation",none,NE,"2020-03-18 13:19:48",Mandy.Lytle,
" -Promontory Point Rehabilitation",none,ID,"2020-03-18 13:20:06",Mandy.Lytle,
"Providence Benedictine Center",none,OR,,,"2022-10-04 11:39:13 by polly.smith"
"Providence Life Services",none,IL,,,"2024-04-17 14:45:39 by traci.varon"
"RB Health Partners",none,FL,,,"2022-10-04 11:40:36 by polly.smith"
"Recover Care",none,NY,,,"2023-10-20 15:51:49 by lorrel.filliater"
" -Baldwin Health &amp; Rehabilitation",none,KS,,,"2020-02-25 14:25:03 by Mandy.Lytle"
" -Belleville Health and Rehab",none,KS,"2021-04-16 08:47:20",lorrel.filliater,
" -Blue Valley Health",none,KS,"2023-08-28 14:29:57",lorrel.filliater,
" -Brighton Place West",none,KS,"2022-08-15 13:49:33",lorrel.filliater,
" -Cambridge Place",none,CO,"2023-03-13 08:23:48",lorrel.filliater,"2023-04-06 13:57:42 by lorrel.filliater"
" -Creekside Village Health and Rehab",disable,CO,"2021-08-02 11:39:27",Mandy.Lytle,"2023-03-06 10:12:04 by lorrel.filliater"
" -Flints Hills Care Center",none,KS,,,"2020-02-25 14:25:41 by Mandy.Lytle"
" -Fountain View Health and Rehab",disable,CO,"2021-09-21 16:00:18",lorrel.filliater,"2023-03-06 10:16:16 by lorrel.filliater"
" -Gardens at Aldersgate",none,KS,,,"2025-04-25 12:23:15 by traci.varon"
" -Gem City",none,KS,"2021-01-28 13:57:04",Mandy.Lytle,"2025-04-25 12:24:55 by traci.varon"
" -Heritage Gardens",none,KS,"2021-01-28 13:55:08",Mandy.Lytle,
" -Highland Health &amp; Rehabilitation",disable,KS,,,"2022-07-26 14:38:52 by lorrel.filliater"
" -Hilltop Lodge Health and Rehabilitation",none,KS,"2021-01-28 13:55:22",Mandy.Lytle,"2025-04-25 12:22:52 by traci.varon"
" -Junction Creek Health and Rehab",disable,CO,"2021-09-21 15:56:25",lorrel.filliater,"2023-03-06 10:16:49 by lorrel.filliater"
" -Kenwood View",none,KS,"2021-01-28 13:55:33",Mandy.Lytle,"2023-01-31 10:24:09 by lorrel.filliater"
" -Louisburg Health &amp; Rehab",none,KS,,,"2025-04-25 12:24:29 by traci.varon"
" -Meadowbrook Rehabilitation Hospital",none,KS,"2021-01-28 13:56:04",Mandy.Lytle,"2025-04-25 12:25:28 by traci.varon"
" -Merriam Gardens Healthcare and Rehab",none,KS,,,"2025-04-25 12:24:06 by traci.varon"
" -Minneapolis HRC",none,KS,"2021-01-28 13:56:19",Mandy.Lytle,
" -Parkview Healthcare",none,KS,"2022-07-06 15:38:56",lorrel.filliater,
" -Pinnacle Park Nursing and Rehab Center",none,KS,"2021-01-28 13:56:40",Mandy.Lytle,"2021-06-11 09:44:09 by Mandy.Lytle"
" -Plaza West Healthcare and Rehab Center",none,KS,,,"2021-05-11 14:03:07 by Mandy.Lytle"
" -Richmond Health &amp; Rehab",none,KS,,,"2020-02-25 14:29:01 by Mandy.Lytle"
" -Rossville Health &amp; Rehab",none,KS,,,"2025-04-25 12:23:34 by traci.varon"
" -Sandpiper Health &amp; Rehabilitation",none,KS,,,"2020-02-25 14:31:03 by Mandy.Lytle"
" -Shawnee Gardens",none,KS,,,"2022-09-28 14:32:21 by polly.smith"
" -Spring View Manor",none,KS,"2021-01-28 13:56:49",Mandy.Lytle,
" -Via Christi Village Hays",none,KS,"2025-07-02 10:50:24",lorrel.filliater,
" -Via Christi Village Pittsburg",none,KS,"2025-09-04 16:02:43",lorrel.filliater,
" -Wathena Health &amp; Rehabilitation",none,KS,,,"2020-02-25 14:31:45 by Mandy.Lytle"
"Regency Care of Morris",disable,IL,,,"2025-07-11 10:40:56 by lorrel.filliater"
"Regency Intregrated Health Services",none,TX,"2022-09-26 15:24:05",katie.harris,
" -Bastrop Lost Pines Nursing and Rehab Center",none,TX,"2022-09-27 15:46:54",katie.harris,
" -Brenham Nursing and Rehab Center",none,TX,"2022-09-27 15:47:31",katie.harris,
" -Briarcliff Nursing and Rehab Center",none,TX,"2022-09-27 15:47:49",katie.harris,
" -Brownsville Nursing and Rehab Center",none,TX,"2022-09-27 15:48:10",katie.harris,
" -Cityview Nursing Center and Rehab",none,TX,"2022-09-27 15:48:27",katie.harris,
" -Corpus Christi Nursing and Rehab Center",none,TX,"2022-09-27 15:48:50",katie.harris,
" -Country Meadows Nursing Center and Rehab",none,TX,"2022-09-27 15:49:12",katie.harris,
" -Cuero Nursing and Rehab Center",none,TX,"2022-09-27 15:49:29",katie.harris,
" -Ebony Lake Nursing and Rehab Center",none,TX,"2022-09-27 15:49:48",katie.harris,
" -Edinburg Nursing and Rehab Center",none,TX,"2022-09-27 15:50:12",katie.harris,
" -Elgin Nursing and Rehab Center",none,TX,"2022-09-27 15:51:03",katie.harris,
" -Fort Worth Tranistional Care Center",none,TX,"2022-09-27 15:51:18",katie.harris,
" -Guadalupe Valley Nursing Center",none,TX,"2022-09-27 15:51:35",katie.harris,
" -Hallettsville Rehab",none,TX,"2022-09-27 15:51:51",katie.harris,
" -Harlingen Nursing and Rehab Center",none,TX,"2022-09-27 15:52:12",katie.harris,
" -Heritage Park Rehab and Skilled Nursing Center",none,TX,"2022-09-27 15:52:37",katie.harris,
" -Jefferson Nursing and Rehab Center",none,TX,"2022-09-27 15:52:56",katie.harris,
" -Kingsville Nursing and Rehab Center",none,TX,"2022-09-27 15:53:12",katie.harris,
" -La Paloma",none,TX,"2022-09-27 15:50:27",katie.harris,
" -Laredo South",none,TX,"2022-09-27 15:53:30",katie.harris,
" -Laredo West",none,TX,"2022-09-27 15:53:45",katie.harris,
" -Live Oak Nursing and Rehab Center",none,TX,"2022-09-27 15:54:05",katie.harris,
" -Longview Hill Nursing Center and Rehab",none,TX,"2022-09-27 15:54:28",katie.harris,
" -Maverick Nursing and Rehab Center",none,TX,"2022-09-27 15:54:46",katie.harris,
" -Mission Valley Nursing and Transitional Care",none,TX,"2022-09-27 15:55:07",katie.harris,
" -Monument Hill Nursing and Rehab Center",none,TX,"2022-09-27 16:11:22",katie.harris,
" -Pearsall Nursing and Rehab Center",none,TX,"2022-09-28 08:37:36",katie.harris,
" -Pflugerville Nursing and Rehab Center",none,TX,"2022-09-28 08:37:56",katie.harris,
" -Port Lavaca Nursing and Rehab Center",none,TX,"2022-09-28 08:38:19",katie.harris,
" -Remington Transitional Care of Richardson",none,TX,"2022-09-28 08:38:41",katie.harris,
" -Remington Transitional Care of San Antonio",none,TX,"2022-09-28 08:39:02",katie.harris,
" -Rio Grande City Nursing and Rehab Center",none,TX,"2022-09-28 08:39:26",katie.harris,
" -Riverside Nursing and Rehab Center",none,TX,"2022-09-28 08:40:00",katie.harris,
" -Robstown Nursing and Rehab Center",none,TX,"2022-09-28 08:40:18",katie.harris,
" -Rockport Nursing and Rehab Center (Oak Crest)",none,TX,"2022-09-28 08:40:40",katie.harris,
" -Silver Pines Nursing and Rehab Center",none,TX,"2022-09-28 08:41:04",katie.harris,
" -Smithville Towers Nursing Home",none,TX,"2022-09-28 08:41:25",katie.harris,
" -Southbrooke Manor Nursing and Rehab Center",none,TX,"2022-09-28 08:41:47",katie.harris,
" -Southpark Meadows Nursing and Rehab Center",none,TX,"2022-09-28 08:42:06",katie.harris,
" -Spindletop Hill Nursing and Rehab Center",none,TX,"2022-09-28 08:42:31",katie.harris,
" -Starr County Nursing and Transitional Care",none,TX,"2022-09-28 08:42:51",katie.harris,
" -Stevens Nursing and Rehab Center of Hallettsville",none,TX,"2022-09-28 08:43:17",katie.harris,
" -The Woodlands Nursing and Rehab Center",none,TX,"2022-09-28 08:43:37",katie.harris,
" -Town and Country Manor",none,TX,"2022-09-28 08:43:51",katie.harris,
" -Val Verde Nursing and Rehab Center",none,TX,"2022-09-28 08:45:09",katie.harris,
" -Weslaco Nursing and Rehab Center",none,TX,"2022-09-28 08:45:28",katie.harris,
" -West Alice",none,TX,"2022-09-27 15:50:45",katie.harris,
" -West Bastrop",none,TX,"2022-09-28 08:39:43",katie.harris,
" -West Harlingen",none,TX,"2022-09-28 08:44:06",katie.harris,
" -West McAllen",none,TX,"2022-09-28 08:44:21",katie.harris,
" -West Raymondville",none,TX,"2022-09-28 08:44:36",katie.harris,
" -Wharton Nursing and Rehab Center",none,TX,"2022-09-28 08:45:44",katie.harris,
" -Windsor Arbor View",none,TX,"2022-09-28 08:46:00",katie.harris,
" -Windsor Atrium",none,TX,"2022-09-28 08:46:12",katie.harris,
" -Windsor Calallen",none,TX,"2022-09-28 08:46:26",katie.harris,
" -Windsor Mission Oaks",none,TX,"2022-09-28 08:46:43",katie.harris,
" -Windsor Nursing and Rehab Center of Corpus Christi",none,TX,"2022-09-28 08:47:06",katie.harris,
" -Windsor Nursing and Rehab Center of Duval",none,TX,"2022-09-28 08:47:31",katie.harris,
" -Windsor Nursing and Rehab Center of Seguin",none,TX,"2022-09-28 08:47:50",katie.harris,
" -Windsor Quail Valley Post Acute Healthcare",none,TX,"2022-09-28 08:48:13",katie.harris,
"Regency Retirement Village of Huntsville",none,AL,,,"2025-06-27 12:53:53 by Emily.Foreman"
"Rehabilitation Center of Des Moines",none,IA,"2025-11-12 09:50:35",Emily.Foreman,
"Reliance Health Care Management",none,AR,,,"2022-10-04 11:41:37 by polly.smith"
"Reliant Care Management",none,MO,"2024-04-16 15:22:54",lorrel.filliater,
" -Bernard Care Center",none,MO,"2024-04-16 15:25:15",lorrel.filliater,"2025-02-11 09:42:15 by traci.varon"
" -Bridgewood Health",none,MO,"2024-04-16 15:25:50",lorrel.filliater,"2025-06-16 09:32:15 by traci.varon"
" -Chariton Park Health",disable,MO,"2024-04-16 15:26:31",lorrel.filliater,"2025-05-27 15:32:08 by traci.varon"
" -Crestwood Health",none,MO,"2024-04-16 15:28:15",lorrel.filliater,
" -Eastview Manor",none,MO,"2024-04-16 15:28:42",lorrel.filliater,"2024-11-18 10:52:56 by traci.varon"
" -Edgewood Manor",none,MO,"2024-04-16 15:29:07",lorrel.filliater,"2025-10-15 13:51:29 by traci.varon"
" -Four Seasons Living",disable,MO,"2024-04-16 15:29:34",lorrel.filliater,"2025-10-28 10:27:03 by traci.varon"
" -Greenville Health",none,MO,"2024-04-16 15:30:00",lorrel.filliater,"2025-10-28 10:22:06 by traci.varon"
" -Gregory Ridge Health",none,MO,"2024-04-16 15:30:25",lorrel.filliater,
" -Heritage Care of Berkeley",none,MO,"2024-04-16 15:31:12",lorrel.filliater,"2025-10-15 13:46:25 by traci.varon"
" -Levering Regional Health",disable,MO,"2024-04-16 15:31:53",lorrel.filliater,"2025-02-18 09:43:34 by traci.varon"
" -Milan Health",none,MO,"2024-04-16 15:32:19",lorrel.filliater,"2025-04-07 12:09:19 by traci.varon"
" -Nathan Richard Health",none,MO,"2024-04-16 15:32:42",lorrel.filliater,"2025-09-26 14:10:27 by traci.varon"
" -Nick's Health Care Center",none,MO,"2024-04-16 15:33:21",lorrel.filliater,"2024-11-18 15:33:06 by traci.varon"
" -North Village Park",none,MO,"2024-04-16 15:33:45",lorrel.filliater,"2025-05-15 14:59:08 by traci.varon"
