"Document ID","Document Title",Categories,"Number of Downloads"
35680,"Post Fall 72 Hour Monitoring Report","Falls Prevention, Forms and Checklists, Nursing, Tools and Templates",1
36470,"Hazardous Waste Pharmaceuticals Determination Statement","Forms for Medication Management, Medication Management, Nursing, Tools and Templates",1
39735,"Module 16: Dentistry and Dementia Pre-Post Test (Questions with Answer Key)","Competencies and Skills, Dementia, Staff Development, Tools and Templates",1
38568,"Notification of Changes Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
38407,"Medication Regimen Review Policy","Medication Management, Medication Management, Nursing, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",1
459536,"CDC/NHSN Surveillance Definitions for Specific Types of Infections 2024","CDC, Compliance Guidelines, Regulatory Agencies",1
39209,"Infection Reporting Policy","Infection Control, Infection Control, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",1
464006,"Section GG Job Aid: GG0130H. Putting On/Taking Off Footwear","MDS 3.0, Supplemental Documents",1
39287,"Binder Basics: Infection Control (Binder Spine)","Binder Basics, Infection Control, Nursing, Tools and Templates",1
467945,"Universal Hepatitis B Vaccination in Adults Aged 19–59 Years: Updated ACIP Recommendations — United States, 2024","CDC, Hepatitis, Immunization, Regulatory Agencies",1
527001,"Policies and Procedures Review Tracking Tool","*Table of Contents for P&amp;Ps, Policies and Procedures, Tools and Templates",1
527004,"New and Revised Policies and Procedures 2024","*Table of Contents for P&amp;Ps, Policies and Procedures, Tools and Templates",1
39176,"CPAP/BiPAP Cleaning Policy","Infection Control, Infection Control, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",1
460392,"QSO Letter 20-38 (EXPIRED): Additional Policy and Regulatory Revisions in Response to the COVID-19 PHE Related to LTC Facility Testing Requirements","2023 Fiscal Year, Quality, Safety, and Oversight (QSO) Letters, Survey and Certification",1
38413,"Medication Storage Policy","Medication Management, Medication Management, Nursing, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",1
38410,"Medication Reordering Policy","Medication Management, Medication Management, Nursing, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",1
501954,"Administration of Rectal Medications Policy","Medication Management, Medication Management, Nursing, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",1
38351,"Crushed Medications Policy","Medication Management, Medication Management, Nursing, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",1
34111,"Maryland &#8211; Nursing Homes (Title 10 &#8211; Subtitle 07 &#8211; Chapter 02)","Long Term Care State Regulations, Maryland, State Regulations",1
33529,"Maryland &#8211; Assisted Living Regulations","Assisted Living State Regulations, Maryland, State Regulations",1
39912,"Urinary Incontinence","Disease Processes – Quick Look, Staff Development, Tools and Templates",1
518885,"Medication Record Administration (MAR) for Electronic Downtime","Forms for Medication Management, Medication Management, Nursing, Tools and Templates",1
463992,"Section GG Job Aid: GG0130B. Oral Hygiene","MDS 3.0, Supplemental Documents",1
463995,"Section GG Job Aid: GG0130C. Toileting Hygiene","MDS 3.0, Supplemental Documents",1
38552,"Intravenous Therapy Policy","Clinical, Nursing, Policies and Procedures, Tools and Templates",1
478447,"Ergonomics for Long-Term Care Staff Training Presentation Pre-Post Test (Questions with Answer Key)","Competencies and Skills, Musculoskeletal Care, Staff Development, Tools and Templates",1
463998,"Section GG Job Aid: GG0130E. Shower/Bathe Self","MDS 3.0, Supplemental Documents",1
464000,"Section GG Job Aid: GG0130F. Upper Body Dressing","MDS 3.0, Supplemental Documents",1
36987,"Medical Emergency Response Policy","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Nursing, Nursing Processes, Policies and Procedures, Policies and Procedures, Policies and Procedures, Safety, Tools and Templates",1
459024,"COVID-19 Vaccination Anaphylaxis Management Policy","Infection Control, Infection Control, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",1
506736,"Rectal Tube Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
38304,"Suprapubic Catheterization Policy","Clinical, Nursing, Policies and Procedures, Tools and Templates",1
39179,"Employee Tuberculosis Testing Policy","Infection Control, Infection Control, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",1
39173,"Cleaning and Disinfection of Resident-Care Equipment Policy","Infection Control, Infection Control, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",1
27902,"F-920 Requirements for Dining and Activity Rooms","Appendix PP (F-Tags), Survey and Certification",1
35554,"Cooler / Freezer Temperature Chart","Food and Nutrition Forms, Food and Nutrition Service, Tools and Templates",1
456729,"Medication Technician/Aide Job Description","Human Resources, Job Descriptions, Tools and Templates",1
39188,"Handling Clean Linen Policy","Infection Control, Infection Control, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",1
37216,"Handling Soiled Linen Policy","Environmental Services, Environmental Services, Infection Control, Infection Control, Nursing, Policies and Procedures, Policies and Procedures, Policies and Procedures, Tools and Templates",1
39197,"Infection Control in the Beauty Salon Policy","Infection Control, Infection Control, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",1
40440,"QAPI Facility Plan &#8211; Template","Administrative, QAPI, Tools, Tools and Templates",1
35565,"High and Low Temperature Dishwasher Chart","Food and Nutrition Forms, Food and Nutrition Service, Tools and Templates",1
13251,"Workplace Violence in Healthcare &#8211; Understanding the Challenge","1. Fact Sheets, General OSHA Information, OSHA, Safety",1
13260,"Preventing Workplace Violence: A Road Map for Healthcare Facilities","3. Model Plans, General OSHA Information, OSHA, Safety",1
39221,"Legionella Surveillance Policy","Infection Control, Infection Control, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",1
478445,"Ergonomics for Long-Term Care Staff Training Presentation Handouts","Musculoskeletal Care, Staff Development, Tools and Templates",1
39218,"Laundry Policy","Infection Control, Infection Control, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",1
444651,"Workplace Violence Prevention Program Policy","Administration, Policies and Procedures, Tools and Templates",1
478442,"Ergonomics for Long-Term Care Staff Training Presentation","Musculoskeletal Care, Staff Development, Tools and Templates",1
450174,"Nutrition/Hydration &#8211; Non Licensed Staff Training Presentation Pre-Post Test (Questions with Answer Key)","Competencies and Skills, Nutrition and Hydration, Staff Development, Tools and Templates",1
35213,"Nursing Home Quality Initiatives &#8211; Questions and Answers","Government Initiatives, Miscellaneous QAPI Information, QAPI",1
480930,"Management of Respiratory Syncytial Virus (RSV) Policy","Infection Control, Infection Control, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",1
39597,"Cardiac Care: Assessment and Management Basics Training Presentation Pre-Post Test (Questions with Answer Key)","Cardiac - Circulatory, Competencies and Skills, Staff Development, Tools and Templates",1
39230,"MDRO Colonization Policy","Infection Control, Infection Control, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",1
34094,"MDS Quick Guide: Activity Department","Activities, Instructional Guides, MDS, Supplemental Tools, Tools and Templates",1
36701,"Medical Director Responsibilities Policy","Administration, Policies and Procedures, Tools and Templates",1
37422,"Payroll-Based Journal &#8211; HR Policy","Human Resources, Human Resources, Policies and Procedures, Policies and Procedures, Tools and Templates",1
39233,"MDRO Infection Policy","Infection Control, Infection Control, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",1
37467,"Threatening or Violent Behavior in the Workplace &#8211; HR Policy","Human Resources, Human Resources, Policies and Procedures, Policies and Procedures, Tools and Templates",1
35106,"Patient-Driven Payment Model (PDPM) White Paper","Administrative, Financial Solutions, PDPM, Tools and Templates",1
36764,"Transfer and Discharge (including AMA) Policy","Administration, Policies and Procedures, Tools and Templates",1
463555,"Chronic Obstructive Pulmonary Disease (COPD) Training Presentation Pre-Post Test (Questions with Answer Key)","Competencies and Skills, Respiratory Care, Staff Development, Tools and Templates",1
459349,"Intravenous (IV) Therapy Training Presentation Handout","IV Care, Staff Development, Tools and Templates",1
459346,"Intravenous (IV) Therapy Training Presentation","IV Care, Staff Development, Tools and Templates",1
484301,"CVA/Stroke Training Presentation Pre-Post Test (Questions with Answer Key)","Competencies and Skills, Neurological Care, Staff Development, Tools and Templates",1
36252,"Transactions Involving Resident Funds Policy","Administrative, Business Office, Business Office, Policies and Procedures, Policies and Procedures, Tools and Templates",1
451308,"Diabetes – Guiding Principles for Care Fact Sheet Pre-Post Test (Questions with Answer Key)","Competencies and Skills, Diabetes, Staff Development, Tools and Templates",1
40423,"QAA Committee Meeting Minutes &#8211; Template","Administrative, QAPI, Tools, Tools and Templates",1
466112,"Diabetes Mellitus Training Presentation Pre-Post Test (Questions with Answer Key)","Competencies and Skills, Diabetes, Staff Development, Tools and Templates",1
523743,"Intrathecal Pump Care and Management Policy","Clinical, Nursing, Policies and Procedures, Tools and Templates",1
38092,"Against Medical Advice (AMA) Form","Nursing, Supplemental Tools, Tools and Templates",1
36237,"Items and Services That May be Charged to Residents&#8217; Funds Policy","Administrative, Business Office, Business Office, Policies and Procedures, Policies and Procedures, Tools and Templates",1
463244,"Safe Resident Handling/Transfers Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
36246,"Resident Personal Funds Policy","Administrative, Business Office, Business Office, Policies and Procedures, Policies and Procedures, Tools and Templates",1
35560,"Dietary Menu Template","Food and Nutrition Forms, Food and Nutrition Service, Tools and Templates",1
35286,"Dietary Manager Job Description","Competency/Job Description, Food and Nutrition Service, Human Resources, Job Descriptions, Tools and Templates",1
39989,"Hand Hygiene: Inservice Training Guidelines","Infection Control, Infection Control, Nursing, Prevention, Staff Development, Tools and Templates, Training",1
452119,"F-726: Failure to Ensure Staff Competency with Use of Mechanical Lift Resulting in Resident Injury (Immediate Jeopardy Removal Plan)","Immediate Jeopardy Removal Plans, Survey Management, Tools and Templates",1
12969,"Safeguard Critical Documents and Valuables","Basic Preparedness, Emergency Planning, Emergency Preparedness, Safety",1
36731,"Resident Personal Belongings Policy","Administration, Policies and Procedures, Tools and Templates",1
36177,"Policies and Procedures Table of Contents","*Table of Contents for P&amp;Ps, Administration, Policies and Procedures, Tools and Templates",1
39619,"Medication Administration Competency Checklist","Competencies and Skills, Staff Development, Tools and Templates",1
512694,"Notification of Bed Hold Validation Checklist","Competencies and Skills, Staff Development, Tools and Templates",1
27720,"F-557 Respect, Dignity/Right to Have Personal Property","Appendix PP (F-Tags), Survey and Certification",1
38348,"Controlled Substance Administration and Accountability Policy","Medication Management, Medication Management, Nursing, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",1
529889,"F-628: Noncompliance with Notice Requirements for Hospital Transfer (Plan of Correction Packet)","Plan of Correction Packets, Survey Management, Tools and Templates",1
35252,"Environmental Services Competency Checklist","Competencies and Skills, Competency Job Description, Environmental Services, Staff Development, Tools and Templates",1
27916,"F-947 Required In-Service Training for Nurse Aides","Appendix PP (F-Tags), Survey and Certification",1
34728,"Rhode Island &#8211; Professional Licensing and Facility Regulation","Long Term Care State Regulations, Rhode Island, State Regulations",1
27934,"Antipsychotic Alternatives","Dementia/ Anti Psychotic Drugs, Government Initiatives",1
38537,"Facility 24 Hour Report Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
533255,"Transporting a Resident (Facility Van) Policy","Activities, Activities, Policies and Procedures, Policies and Procedures, Policies and Procedures, Social Services, Social Services, Tools and Templates",1
456711,"Dietary Aide Job Description","Competency/Job Description, Food and Nutrition Service, Human Resources, Job Descriptions, Tools and Templates",1
509097,"De-Escalation Toolkit","Regulatory Agencies, SAMHSA",1
453984,"Resident Aggression: Understanding and Managing Difficult Behaviors Training Presentation Pre-Post Test (Questions with Answer Key)","Behavioral Health Services, Competencies and Skills, Social Services, Staff Development, Tools and Templates, Training",1
36719,"Readmission to Facility Policy","Administration, Policies and Procedures, Tools and Templates",1
466118,"Diabetes Mellitus: A Care Solution","Care Solutions, Nursing, Tools and Templates",1
512645,"Failure to Conduct Care Plan Conference with Resident/Resident Representative Validation Checklist","Competencies and Skills, Staff Development, Tools and Templates",1
457427,"Turning and Repositioning Schedule Example","Forms and Tools, Nursing, Pressure Injuries, Tools and Templates",1
38639,"Use of Pacemaker Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
33385,"Indiana &#8211; Health Facilities; Licensing and Operational Standards","Assisted Living State Regulations, Indiana, State Regulations",1
34120,"Michigan &#8211; Healthcare Code: Facilities and Agencies (Article 17)","Long Term Care State Regulations, Michigan, State Regulations",1
27780,"F-657 Care Plan Timing and Revision","Appendix PP (F-Tags), Survey and Certification",1
38625,"Serving a Meal Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
505905,"Restorative Nursing Services Caseload Tracking Form (Excel)","Forms and Checklists, Nursing, Restorative Nursing Services, Tools and Templates",1
510007,"CPR/Code Blue Documentation","Nursing, Supplemental Tools, Tools and Templates",1
42937,"Community Risks Action Plan","Administrative, Community Based Risk Assessment, Facility Assessment, Tools and Templates",1
13051,"Disaster Evacuation Form &#8211; Resident Information","Emergency Preparedness, Evacuation Plans, Safety",1
29736,"Binder Basics: Emergency Preparedness","Administrative, Binder Basics, Binder Basics, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Safety, Tools and Templates",1
33549,"Pressure Injury &#8220;I&#8221; Care Plan","Care Plans, Forms and Tools, MDS, Nursing, Pressure Injuries, Tools and Templates",1
484294,"CVA/Stroke: A Care Solution","Care Solutions, Nursing, Tools and Templates",1
36066,"Personnel File Review","Survey Management, Survey Management Tools, Tools and Templates",1
456696,"Admissions Nurse Job Description","Administrative, Admissions, Human Resources, Job Descriptions, Tools and Templates",1
39492,"Trigger Tool Worksheet &#8211; Adverse Events","Government Initiatives, Miscellaneous QAPI Information, QAPI",1
448841,"Suspected UTI &#8211; Physician Notification Report","Antibiotic Stewardship, Infection Control, Nursing, Tools and Templates",1
545816,"QSO Letter 21-19 EXPIRED: Interim Final Rule &#8211; COVID-19 Vaccine Immunization Requirements for Residents and Staff","2025 Fiscal Year, Quality, Safety, and Oversight (QSO) Letters, Survey and Certification",1
459375,"Peripheral Intravenous Catheter Removal Validation Checklist","Competencies and Skills, IV Care, Staff Development, Tools and Templates",1
38057,"Hazard Communication Program Policy","Maintenance, Maintenance, Physical Plant, Policies and Procedures, Policies and Procedures, Tools and Templates",1
13190,"Securing Medical Catheters","1. Fact Sheets, Bloodborne Pathogens, OSHA, Safety",1
35193,"Worksheet to Create a Performance Improvement Project Charter","Element 4 - Performance Improvement Projects, Government Initiatives, QAPI",1
512611,"Sit to Stand Lift CNA Validation Checklist","Competencies and Skills, Staff Development, Tools and Templates",1
35207,"QAPI Flowchart Guide","Element 5 - Systematic Analysis and Systemic Action, Government Initiatives, QAPI",1
526766,"2025 MDS OBRA Scheduling Tool","MDS 3.0, Supplemental Documents",1
28006,"F-657: Failure to Review and Revise the Care Plan After a Significant Status Change (Plan of Correction Packet)","Plan of Correction Packets, Survey Management, Tools and Templates",1
39475,"Suprapubic Catheterization Validation Checklist","Bladder and Bowel, Competencies and Skills, Staff Development, Tools and Templates",1
504523,"Interview for Daily and Activity Preferences Cue Cards","MDS 3.0, Supplemental Documents",1
35678,"Neuro Check Assessment Form","Falls Prevention, Forms and Checklists, Nursing, Supplemental Tools, Tools and Templates",1
37984,"Wireless Communication Devices IT Policy","Information Technology, Policies and Procedures, Tools and Templates",1
28025,"F-692: Unidentified Weight Loss (Plan of Correction Packet)","Plan of Correction Packets, Survey Management, Tools and Templates",1
24586,"Infection Prevention, Control and Immunizations: CMS-20054 Form","4. Mandatory Facility Level Tasks, Long Term Care Survey Process, Survey and Certification",1
41567,"QAPI Change Process Policy","Administration, Administrative, Policies and Procedures, Policies and Procedures, QAPI, Tools and Templates",1
41576,"QAPI Monitoring Policy","Administration, Administrative, Policies and Procedures, Policies and Procedures, QAPI, Tools and Templates",1
41570,"QAPI Data Collection Systems Policy","Administration, Administrative, Policies and Procedures, Policies and Procedures, QAPI, Tools and Templates",1
41573,"QAPI Feedback Policy","Administration, Administrative, Policies and Procedures, Policies and Procedures, QAPI, Tools and Templates",1
35687,"Resident Falls Tracking Log","Falls Prevention, Forms and Checklists, Nursing, Tools and Templates",1
512700,"Pressure Injury Risk and Skin Assessment &#8211; Nurses Validation Checklist","Competencies and Skills, Staff Development, Tools and Templates",1
35683,"Post Fall Assessment Form","Falls Prevention, Forms and Checklists, Nursing, Tools and Templates",1
501649,"Respiratory Syncytial Virus (RSV) Vaccination Policy","Infection Control, Infection Control, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",1
456595,"Non Controlled Medication Destruction Form","Forms for Medication Management, Medication Management, Nursing, Tools and Templates",1
40093,"Inhaler Validation Checklist","Competencies and Skills, Medication Management, Staff Development, Tools and Templates",1
27760,"F-620 Admissions Policy","Appendix PP (F-Tags), Survey and Certification",1
38203,"Skin Integrity &#8211; Skin Tears Policy","Nursing, Nursing, Policies and Procedures, Policies and Procedures, Pressure Injuries, Tools and Templates, Wound Management",1
537674,"F-627 Inappropriate Discharges","Appendix PP (F-Tags), Survey and Certification",1
27808,"F-710 Resident&#8217;s Care Supervised by a Physician","Appendix PP (F-Tags), Survey and Certification",1
39413,"Abuse, Neglect, and Exploitation Investigation Training Presentation Handout","Abuse, Abuse, Neglect, and Exploitation Investigation, Social Services, Social Services, Staff Development, Tools and Templates, Training",1
38272,"Life Vest (Wearable Defibrillator) Policy","Clinical, Nursing, Policies and Procedures, Tools and Templates",1
38593,"Physician Visits and Physician Delegation Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
39275,"Vaccine Information Statements Policy","Infection Control, Infection Control, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",1
38021,"Fire Watch Policy","Life Safety Code, Life Safety Code, Maintenance, Maintenance, Physical Plant, Policies and Procedures, Policies and Procedures, Policies and Procedures, Tools and Templates",1
38628,"Unexplained Injuries Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
40197,"Conflict Resolution Fact Sheet and Pre-Post Test (Questions with Answer Key)","Competencies and Skills, Professional Development, Staff Development, Tools and Templates",1
38172,"Negative Pressure Wound Therapy Policy","Nursing, Nursing, Policies and Procedures, Policies and Procedures, Pressure Injuries, Tools and Templates, Wound Management",1
516348,"Regulated (Biohazard) Medical Waste Policy","Infection Control, Policies and Procedures, Tools and Templates",1
37002,"Sewage and Waste Disposal Policy","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Policies and Procedures, Policies and Procedures, Policies and Procedures, Safety, Tools and Templates",1
38316,"Use of Assistive Devices Policy","Clinical, Nursing, Policies and Procedures, Tools and Templates",1
451929,"F-689: Failure to Follow the Resident’s Care Plan Resulting in a Fall with Injury (Immediate Jeopardy Removal Plan)","Immediate Jeopardy Removal Plans, Survey Management, Tools and Templates",1
27857,"F-810 Assistive Devices &#8211; Eating Equipment / Utensils","Appendix PP (F-Tags), Survey and Certification",1
459393,"Customer Service Gold Standards Program","Professional Development, Staff Development, Tools and Templates",1
34081,"Kansas &#8211; Statutes and Regulation for the Licensure and Operation of Nursing Facilities","Kansas, Long Term Care State Regulations, State Regulations",1
459384,"Customer Service Culture of Hospitality Training Presentation","Professional Development, Staff Development, Tools and Templates",1
39401,"Resident Abuse Prevention and Reporting Training Presentation Handouts","Abuse, Abuse Prevention and Reporting, Staff Development, Tools and Templates",1
40212,"QAPI Essentials Training Presentation Pre-Post Test (Questions with Answer Key)","Administrative, Competencies and Skills, QAPI, QAPI, Staff Development, Tools and Templates, Training",1
455506,"Pain Management Training Presentation","Pain Management, Staff Development, Tools and Templates",1
40739,"Pain Management Policy and Policy Review Test (Questions with Answer Key)","Competencies and Skills, Pain Management, Staff Development, Tools and Templates",1
