"Document Last Modified","Document ID","Document Title",Categories,"File URL"
"July 1, 2019 @ 5:37 pm by Lee-Ann.Arner",41048,"Form DAB-101: Departmental Appeals Board - Spanish","Regulatory Agencies, CMS, Medicare, Forms",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/07/DABform-Departmental-Appeals-Board-Spanish.pdf
"July 1, 2019 @ 5:36 pm by Lee-Ann.Arner",22646,"Form DAB-101: Departmental Appeals Board - English","Regulatory Agencies, CMS, Medicare, Forms",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/07/DABform-Departmental-Appeals-Board.pdf
"July 1, 2019 @ 5:35 pm by Lee-Ann.Arner",22630,"CMS Authorization to Disclose PHI Information Form - English","Regulatory Agencies, CMS, Medicare, Forms",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2015/07/Authorization-to-Disclose-Personal-Health-Information-Form.pdf
"July 1, 2019 @ 5:35 pm by Lee-Ann.Arner",41046,"CMS Authorization to Disclose PHI Information Form - Spanish","Regulatory Agencies, CMS, Medicare, Forms",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/07/Authorization-to-Disclose-Personal-Health-Information-Form-Spanish.pdf
"June 28, 2019 @ 5:19 pm by Kathy.Burrows",41026,"Improving Price and Quality Transparency in American Healthcare to Put Patients First","Survey and Certification, Federal Register, 2019 Federal Register",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/06/2019-FR-EO-Transparent-Healthcare-Prices.pdf
"June 28, 2019 @ 4:28 pm by Lee-Ann.Arner",41018,"Transmittal #4325 - Medicare Part A SNF PPS Pricer Update FY2020","Financial, CMS Manuals, Transmittals, Transmittals: 100-04 Medicare Claims Processing Manual",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/06/Transmittal-4325CP.pdf
"June 28, 2019 @ 12:59 pm by mstypinski",40698,"Understanding PTSD and PTSD Treatment","Regulatory Agencies, HHS",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/06/PTSD-Booklet.pdf
"June 27, 2019 @ 5:40 pm by josh.stuedeman",12352,"Bundled Payments for Care Improvement (BPCI) Initiative: Public Toolkit","Financial, Alternative Payment Models, Bundled Payments for Care Improvement",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/12/BPCI-Toolkit.pdf
"June 27, 2019 @ 5:40 pm by josh.stuedeman",12353,"BPCI Advanced Fact Sheet","Financial, Alternative Payment Models, Bundled Payments for Care Improvement",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/12/BPCI-Advanced-Fact-Sheet.pdf
"June 27, 2019 @ 5:39 pm by Lee-Ann.Arner",41008,"Findings At a Glance: Comprehensive Care for Joint Replacement (CJR) Model - Evaluation of Performance for Years 1 and 2","Financial, Alternative Payment Models, Bundled Payments for Care Improvement",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/06/CJR-Evaulation-years-1-and-2.pdf
"June 27, 2019 @ 10:57 am by Lee-Ann.Arner",40991,"H.R. 3406 - Improving Measurements Under the SNF VBP","Regulatory Agencies, Congress",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/06/HR-3406-Changes-to-VBP.pdf
"June 27, 2019 @ 9:27 am by Lee-Ann.Arner",40985,"Request for Medicare Prescription Drug Coverage Determination","Regulatory Agencies, CMS, Medicare, Part D, Forms",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/06/Mcare-Part-D-coverage-determination.pdf
"June 27, 2019 @ 9:27 am by Lee-Ann.Arner",40987,"Request for Reconsideration of Medicare Prescription Drug Denial","Regulatory Agencies, CMS, Medicare, Part D, Forms",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/06/Reconsideration-of-Drug-Denial-Request.pdf
"June 27, 2019 @ 9:27 am by Lee-Ann.Arner",40989,"Request for Redetermination of Medicare Prescription Drug Denial","Regulatory Agencies, CMS, Medicare, Part D, Forms",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/06/Mcare-part-d-Redetermination-Request.pdf
"June 26, 2019 @ 5:01 pm by Lee-Ann.Arner",40971,"How Medicare Prescription Drug Plans and MA-PDs Use Pharmacies, Formularies, and Common Coverage Rules","Regulatory Agencies, CMS, Medicare, Part D, Fact Sheets",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/06/11136-Pharmacies-Formularies-Coverage-Rules.pdf
"June 26, 2019 @ 5:01 pm by Lee-Ann.Arner",40973,"Things to Think About When You Compare Medicare Drug Coverage","Regulatory Agencies, CMS, Medicare, Part D, Fact Sheets",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/06/Considerations-for-Medicare-drug-coverage.pdf
"June 26, 2019 @ 4:36 pm by Lee-Ann.Arner",40968,"Norovirus: Food Service Has a Key Role in Preventing Outbreaks","Assisted Living, Regulations, CDC, Norovirus, Regulatory Agencies, CDC, Norovirus",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/06/Norovirus-Food-Handlers.pdf
"June 26, 2019 @ 4:34 pm by Lee-Ann.Arner",40966,"Norovirus Illness: Key Facts","Assisted Living, Regulations, CDC, Norovirus, Regulatory Agencies, CDC, Norovirus",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/06/Norovirus-Key-Facts.pdf
"June 18, 2019 @ 11:52 am by Lee-Ann.Arner",40706,"Transmittal #190 - Updates to the State Operations Manual Chapters 2,3, and 9 to Add Instructions for Organ Transplant Programs","Survey and Certification, Transmittals",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/06/Transmittal-190SOMA.pdf
"June 18, 2019 @ 11:47 am by josh.stuedeman",33539,"Transmittal #184 - Revisions to State Operations Manual, Chapter 2, Certification Process","Survey and Certification, Transmittals",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/04/Transmittal-184SOMA.pdf
"June 18, 2019 @ 11:47 am by josh.stuedeman",33541,"Transmittal #185 - Revisions to the State Operations Manual (SOM) Chapter 7","Survey and Certification, Transmittals",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/04/Transmittal-185SOMA.pdf
"June 18, 2019 @ 11:47 am by josh.stuedeman",33543,"Transmittal #186 - Revisions to State Operations Manual (SOM) Appendix Z, Emergency Preparedness for All Provider and Certified Supplier Types","Survey and Certification, Transmittals",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/04/Transmittal-R186SOMA.pdf
"June 18, 2019 @ 11:47 am by josh.stuedeman",33545,"Transmittal #187 - Revision to the State Operations Manual (SOM 100-07), Appendix Q","Survey and Certification, Transmittals",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/04/Transmittal-187SOMA.pdf
"June 18, 2019 @ 11:47 am by Lee-Ann.Arner",36209,"Transmittal #188 - Revisions to the State Operations Manual (SOM 100-07) Chapter 2, Chapter 3, and Chapter 4","Survey and Certification, Transmittals",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/04/Transmittal-188SOMA.pdf
"June 14, 2019 @ 5:22 pm by Lee-Ann.Arner",40551,"Report to the Congress: Medicare and the Health Care Delivery System (2019)","Regulatory Agencies, MedPAC",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/06/MedPac-report-to-Congress-on-health-delivery-system-2019.pdf
"June 14, 2019 @ 5:20 pm by Lee-Ann.Arner",40549,"MedPAC Fact Sheet - Report to Congress: Medicare and the Health Care Delivery System 2019","Regulatory Agencies, MedPAC",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/06/MedPAC-Report-to-Congress-Fact-Sheet-2019.pdf
"June 14, 2019 @ 5:09 pm by Kathy.Burrows",40543,"An Introduction to Measles","Assisted Living, Regulations, CDC, Fact Sheets, Regulatory Agencies, CDC, Fact Sheets",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/06/CDC-FS-IntroToMeaslesSlideSet.pptx
"June 14, 2019 @ 2:53 pm by Kathy.Burrows",23930,"K929 - Gas Equipment - Precautions for Handling Oxygen Cylinders and Manifolds","Assisted Living, Safety, Life Safety Code, K Tags, Section 9: Health Care Facilities Code Requirements, Survey and Certification, Life Safety Code Survey, K Tags, Section 9: Health Care Facilities Code Requirements",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/10/K-929-Gas-Equipment-Precautions-for-Handling-Oxygen-Cylinders-and-Manifolds.docx
"June 14, 2019 @ 2:52 pm by Kathy.Burrows",23910,"K909 - Gas and Vacuum Piped Systems – Information and Warning Signs","Assisted Living, Safety, Life Safety Code, K Tags, Section 9: Health Care Facilities Code Requirements, Survey and Certification, Life Safety Code Survey, K Tags, Section 9: Health Care Facilities Code Requirements",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/10/K-909-Gas-and-Vacuum-Piped-Systems-Information-and-Warning-Signs.docx
"June 14, 2019 @ 2:52 pm by Kathy.Burrows",23931,"K930 - Gas Equipment - Liquid Oxygen Equipment","Assisted Living, Safety, Life Safety Code, K Tags, Section 9: Health Care Facilities Code Requirements, Survey and Certification, Life Safety Code Survey, K Tags, Section 9: Health Care Facilities Code Requirements",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/10/K-930-Gas-Equipment-Liquid-Oxygen-Equipment.docx
"June 14, 2019 @ 2:52 pm by Kathy.Burrows",23920,"K919 - Electrical Equipment - Other","Assisted Living, Safety, Life Safety Code, K Tags, Section 9: Health Care Facilities Code Requirements, Survey and Certification, Life Safety Code Survey, K Tags, Section 9: Health Care Facilities Code Requirements",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/10/K-919-Electrical-Equipment-Other.docx
"June 14, 2019 @ 2:52 pm by Kathy.Burrows",23909,"K908 - Gas and Vacuum Piped Systems – Inspection and Testing Operations","Assisted Living, Safety, Life Safety Code, K Tags, Section 9: Health Care Facilities Code Requirements, Survey and Certification, Life Safety Code Survey, K Tags, Section 9: Health Care Facilities Code Requirements",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/10/K-908-Gas-and-Vacuum-Piped-Systems-Inspection-and-Testing-Operations.docx
"June 14, 2019 @ 2:51 pm by Kathy.Burrows",23919,"K918 - Electrical Systems - Essential Electric System Maintenance and Testing","Assisted Living, Safety, Life Safety Code, K Tags, Section 9: Health Care Facilities Code Requirements, Survey and Certification, Life Safety Code Survey, K Tags, Section 9: Health Care Facilities Code Requirements",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/10/K-918-Electrical-Systems-Essential-Electric-System-Maintenance-and-Testing.docx
"June 14, 2019 @ 2:51 pm by Kathy.Burrows",23908,"K907 - Gas and Vacuum Piped Systems – Maintenance Program","Assisted Living, Safety, Life Safety Code, K Tags, Section 9: Health Care Facilities Code Requirements, Survey and Certification, Life Safety Code Survey, K Tags, Section 9: Health Care Facilities Code Requirements",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/10/K-907-Gas-and-Vacuum-Piped-Systems-Maintenance-Program.docx
"June 14, 2019 @ 2:51 pm by Kathy.Burrows",23929,"K928 - Gas Equipment - Labeling Equipment and Cylinders","Assisted Living, Safety, Life Safety Code, K Tags, Section 9: Health Care Facilities Code Requirements, Survey and Certification, Life Safety Code Survey, K Tags, Section 9: Health Care Facilities Code Requirements",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/10/K-928-Gas-Equipment-Labeling-Equipment-and-Cylinders.docx
"June 14, 2019 @ 2:51 pm by Kathy.Burrows",23918,"K917 - Electrical Systems - Essential Electric System Receptacles","Assisted Living, Safety, Life Safety Code, K Tags, Section 9: Health Care Facilities Code Requirements, Survey and Certification, Life Safety Code Survey, K Tags, Section 9: Health Care Facilities Code Requirements",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/10/K-917-Electrical-Systems-Essential-Electric-System-Receptacles.docx
"June 14, 2019 @ 2:50 pm by Kathy.Burrows",23907,"K906 - Gas and Vacuum Piped Systems - Central Supply System Operations","Assisted Living, Safety, Life Safety Code, K Tags, Section 9: Health Care Facilities Code Requirements, Survey and Certification, Life Safety Code Survey, K Tags, Section 9: Health Care Facilities Code Requirements",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/10/K-906-Gas-and-Vacuum-Piped-Systems-Central-Supply-System-Operations.docx
"June 14, 2019 @ 2:50 pm by Kathy.Burrows",23928,"K927 - Gas Equipment – Transfilling Cylinders","Assisted Living, Safety, Life Safety Code, K Tags, Section 9: Health Care Facilities Code Requirements, Survey and Certification, Life Safety Code Survey, K Tags, Section 9: Health Care Facilities Code Requirements",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/10/K-927-Gas-Equipment-Transfilling-Cylinders.docx
"June 14, 2019 @ 2:50 pm by Kathy.Burrows",23917,"K916 - Electrical Systems - Essential Electric System Alarm Annunciator","Assisted Living, Safety, Life Safety Code, K Tags, Section 9: Health Care Facilities Code Requirements, Survey and Certification, Life Safety Code Survey, K Tags, Section 9: Health Care Facilities Code Requirements",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/10/K-916-Electrical-Systems-Essential-Electric-System-Alarm-Annunciator.docx
"June 14, 2019 @ 2:50 pm by Kathy.Burrows",23906,"K905 - Gas and Vacuum Piped Systems - Central Supply System Identification and Labeling","Assisted Living, Safety, Life Safety Code, K Tags, Section 9: Health Care Facilities Code Requirements, Survey and Certification, Life Safety Code Survey, K Tags, Section 9: Health Care Facilities Code Requirements",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/10/K-905-Gas-and-Vacuum-Piped-Systems-Central-Supply-System-Identification-and-Labeling.docx
"June 14, 2019 @ 2:50 pm by Kathy.Burrows",23927,"K926 - Gas Equipment - Qualifications and Training of Personnel","Assisted Living, Safety, Life Safety Code, K Tags, Section 9: Health Care Facilities Code Requirements, Survey and Certification, Life Safety Code Survey, K Tags, Section 9: Health Care Facilities Code Requirements",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/10/K-926-Gas-Equipment-Qualifications-and-Training-of-Personnel.docx
"June 14, 2019 @ 2:49 pm by Kathy.Burrows",23916,"K915 - Electrical Systems – Essential Electric System Categories","Assisted Living, Safety, Life Safety Code, K Tags, Section 9: Health Care Facilities Code Requirements, Survey and Certification, Life Safety Code Survey, K Tags, Section 9: Health Care Facilities Code Requirements",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/10/K-915-Electrical-Systems-Essential-Electric-System-Categories.docx
"June 14, 2019 @ 2:49 pm by Kathy.Burrows",23905,"K904 - Gas and Vacuum Piped Systems – Warning Systems","Assisted Living, Safety, Life Safety Code, K Tags, Section 9: Health Care Facilities Code Requirements, Survey and Certification, Life Safety Code Survey, K Tags, Section 9: Health Care Facilities Code Requirements",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/10/K-904-Gas-and-Vacuum-Piped-Systems-Warning-Systems.docx
"June 14, 2019 @ 2:49 pm by Kathy.Burrows",23926,"K925 - Gas Equipment - Respiratory Therapy Sources of Ignition","Assisted Living, Safety, Life Safety Code, K Tags, Section 9: Health Care Facilities Code Requirements, Survey and Certification, Life Safety Code Survey, K Tags, Section 9: Health Care Facilities Code Requirements",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/10/K-925-Gas-Equipment-Respiratory-Therapy-Sources-of-Ignition.docx
"June 14, 2019 @ 2:49 pm by Kathy.Burrows",23915,"K914 - Electrical Systems – Maintenance and Testing","Assisted Living, Safety, Life Safety Code, K Tags, Section 9: Health Care Facilities Code Requirements, Survey and Certification, Life Safety Code Survey, K Tags, Section 9: Health Care Facilities Code Requirements",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/10/K-914-Electrical-Systems-Maintenance-and-Testing.docx
"June 14, 2019 @ 2:48 pm by Kathy.Burrows",23904,"K903 - Gas and Vacuum Piped Systems - Categories","Assisted Living, Safety, Life Safety Code, K Tags, Section 9: Health Care Facilities Code Requirements, Survey and Certification, Life Safety Code Survey, K Tags, Section 9: Health Care Facilities Code Requirements",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/10/K-903-Gas-and-Vacuum-Piped-Systems-Categories.docx
"June 14, 2019 @ 2:48 pm by Kathy.Burrows",23925,"K924 - Gas Equipment - Testing and Maintenance Requirements","Assisted Living, Safety, Life Safety Code, K Tags, Section 9: Health Care Facilities Code Requirements, Survey and Certification, Life Safety Code Survey, K Tags, Section 9: Health Care Facilities Code Requirements",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/10/K-924-Gas-Equipment-Testing-and-Maintenance-Requirements.docx
"June 14, 2019 @ 2:48 pm by Kathy.Burrows",23914,"K913 - Electrical Systems - Wet Procedure Locations","Assisted Living, Safety, Life Safety Code, K Tags, Section 9: Health Care Facilities Code Requirements, Survey and Certification, Life Safety Code Survey, K Tags, Section 9: Health Care Facilities Code Requirements",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/10/K-913-Electrical-Systems-Wet-Procedure-Locations.docx
"June 14, 2019 @ 2:47 pm by Kathy.Burrows",23903,"K902 - Gas and Vacuum Piped Systems - Other","Assisted Living, Safety, Life Safety Code, K Tags, Section 9: Health Care Facilities Code Requirements, Survey and Certification, Life Safety Code Survey, K Tags, Section 9: Health Care Facilities Code Requirements",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/10/K-902-Gas-and-Vacuum-Piped-Systems-Other.docx
"June 14, 2019 @ 2:47 pm by Kathy.Burrows",23924,"K923 - Gas Equipment – Cylinder and Container Storage","Assisted Living, Safety, Life Safety Code, K Tags, Section 9: Health Care Facilities Code Requirements, Survey and Certification, Life Safety Code Survey, K Tags, Section 9: Health Care Facilities Code Requirements",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/10/K-923-Gas-Equipment-Cylinder-and-Container-Storage.docx
"June 14, 2019 @ 2:47 pm by Kathy.Burrows",23913,"K912 - Electrical Systems - Receptacles","Assisted Living, Safety, Life Safety Code, K Tags, Section 9: Health Care Facilities Code Requirements, Survey and Certification, Life Safety Code Survey, K Tags, Section 9: Health Care Facilities Code Requirements",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/10/K-912-Electrical-Systems-Receptacles.docx
"June 14, 2019 @ 2:47 pm by Kathy.Burrows",23934,"K933 - Features of Fire Protection - Fire Loss Prevention in Operating Rooms","Assisted Living, Safety, Life Safety Code, K Tags, Section 9: Health Care Facilities Code Requirements, Survey and Certification, Life Safety Code Survey, K Tags, Section 9: Health Care Facilities Code Requirements",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/10/K-933-Features-of-Fire-Protection-Fire-Loss-Prevention-in-Operating-Rooms.docx
"June 14, 2019 @ 2:46 pm by Kathy.Burrows",23902,"K901 - Fundamentals – Building System Categories","Assisted Living, Safety, Life Safety Code, K Tags, Section 9: Health Care Facilities Code Requirements, Survey and Certification, Life Safety Code Survey, K Tags, Section 9: Health Care Facilities Code Requirements",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/10/K-901-Fundamentals-Building-System-Categories.docx
"June 14, 2019 @ 2:46 pm by Kathy.Burrows",23923,"K922 - Gas Equipment - Other","Assisted Living, Safety, Life Safety Code, K Tags, Section 9: Health Care Facilities Code Requirements, Survey and Certification, Life Safety Code Survey, K Tags, Section 9: Health Care Facilities Code Requirements",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/10/K-922-Gas-Equipment-Other.docx
"June 14, 2019 @ 2:46 pm by Kathy.Burrows",23912,"K911 - Electrical Systems - Other","Assisted Living, Safety, Life Safety Code, K Tags, Section 9: Health Care Facilities Code Requirements, Survey and Certification, Life Safety Code Survey, K Tags, Section 9: Health Care Facilities Code Requirements",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/10/K-911-Electrical-Systems-Other.docx
"June 14, 2019 @ 2:46 pm by Kathy.Burrows",23933,"K932 - Features of Fire Protection - Other","Assisted Living, Safety, Life Safety Code, K Tags, Section 9: Health Care Facilities Code Requirements, Survey and Certification, Life Safety Code Survey, K Tags, Section 9: Health Care Facilities Code Requirements",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/10/K-932-Features-of-Fire-Protection-Other.docx
"June 14, 2019 @ 2:45 pm by Kathy.Burrows",23901,"K900 - Health Care Facilities Code - Other","Assisted Living, Safety, Life Safety Code, K Tags, Section 9: Health Care Facilities Code Requirements, Survey and Certification, Life Safety Code Survey, K Tags, Section 9: Health Care Facilities Code Requirements",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/10/K-900-Health-Care-Facilities-Code-Other.docx
"June 14, 2019 @ 2:45 pm by Kathy.Burrows",23922,"K921 - Electrical Equipment - Testing and Maintenance Requirements","Assisted Living, Safety, Life Safety Code, K Tags, Section 9: Health Care Facilities Code Requirements, Survey and Certification, Life Safety Code Survey, K Tags, Section 9: Health Care Facilities Code Requirements",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/10/K-921-Electrical-Equipment-Testing-and-Maintenance-Requirements.docx
"June 14, 2019 @ 2:45 pm by Kathy.Burrows",23932,"K931 - Hyperbaric Facilities","Assisted Living, Safety, Life Safety Code, K Tags, Section 9: Health Care Facilities Code Requirements, Survey and Certification, Life Safety Code Survey, K Tags, Section 9: Health Care Facilities Code Requirements",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/10/K-931-Hyperbaric-Facilities.docx
"June 14, 2019 @ 2:44 pm by Kathy.Burrows",23921,"K920 - Electrical Equipment – Power Cords and Extension Cords","Assisted Living, Safety, Life Safety Code, K Tags, Section 9: Health Care Facilities Code Requirements, Survey and Certification, Life Safety Code Survey, K Tags, Section 9: Health Care Facilities Code Requirements",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/10/K-920-Electrical-Equipment-Power-Cords-and-Extension-Cords.docx
"June 14, 2019 @ 2:40 pm by Kathy.Burrows",23900,"K791 - Construction, Repair, and Improvement Operations","Assisted Living, Safety, Life Safety Code, K Tags, Section 7: Operating Features, Survey and Certification, Life Safety Code Survey, K Tags, Section 7: Operating Features",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/10/K-791-Construction-Repair-and-Improvement-Operations.docx
"June 14, 2019 @ 2:39 pm by Kathy.Burrows",23899,"K781 - Portable Space Heaters","Assisted Living, Safety, Life Safety Code, K Tags, Section 7: Operating Features, Survey and Certification, Life Safety Code Survey, K Tags, Section 7: Operating Features",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/10/K-781-Portable-Space-Heaters.docx
"June 11, 2019 @ 5:31 pm by Lee-Ann.Arner",40393,"Reducing Administrative Burden to Put Patients Over Paperwork; Request for Information","Survey and Certification, Federal Register, 2019 Federal Register",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/06/Patients-over-Paperwork-RFI.pdf
"June 7, 2019 @ 4:48 pm by Lee-Ann.Arner",40076,"Programs of All-Inclusive Care for the Elderly (PACE) Final Rule Fact Sheet","Regulatory Agencies, CMS, News",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/06/PACE-Final-Rule-Fact-Sheet.pdf
"June 7, 2019 @ 4:44 pm by Lee-Ann.Arner",40073,"Policy and Technical Changes to Medicare Advantage, Medicare Prescription Drug Benefit and Related Programs for Years 2020 and 2021; Correction","Survey and Certification, Federal Register, 2019 Federal Register",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/06/Changes-to-MA-Part-D-2020-2021-correction.pdf
"June 7, 2019 @ 4:05 pm by Lee-Ann.Arner",35021,"Management Report: CMS Needs to Address Gaps in Federal Oversight of Nursing Home Abuse Investigations That Persisted in Oregon for at Least 15 Years","Regulatory Agencies, GAO, 2019 Reports",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/04/CMS-Needs-to-Address-Gaps-in-Federal-Oversight-of-NH-Abuse-Invesitgations.pdf
"June 7, 2019 @ 9:49 am by Kathy.Burrows",38999,"Protecting Statutory Conscience Rights in Health Care; Delegations of Authority (Includes Correction Notice 6/7/19)","Survey and Certification, Federal Register, 2019 Federal Register",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/05/Final-Conscience-Rule.pdf
"June 6, 2019 @ 4:53 pm by Kathy.Burrows",40043,"CMS Seeks Public Input on Patients over Paperwork Initiative to Further Reduce Regulatory Burden","Regulatory Agencies, CMS, News",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/06/RFI-Patients-over-Paperwork.pdf
"June 6, 2019 @ 4:35 pm by Kathy.Burrows",40037,"Nationwide Shortage of Tuberculin Skin Test Antigens: CDC Recommendations for Patient Care and Public Health Practice","Assisted Living, Regulations, CDC, Tuberculosis, Regulatory Agencies, CDC, Tuberculosis",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/06/CDC-Nationwide-Shortage-of-Tuberculin-Skin-Test-Antigens.pdf
"June 5, 2019 @ 4:43 pm by Lee-Ann.Arner",39753,"CMS Statement on Quality of Care in America's Nursing Facilities","Regulatory Agencies, CMS, News",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/06/CMS-Statement-on-Quality-in-NFs.pdf
"June 5, 2019 @ 4:37 pm by Lee-Ann.Arner",39751,"Older Adults with Serious Mental Illness: The State of the Behavioral Health Workforce","Regulatory Agencies, SAMHSA",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/06/older-adults-living-with-SMI.pdf
"June 5, 2019 @ 1:31 pm by Lee-Ann.Arner",39749,"SAMHSA Strategic Plan FY2019 - FY2023","Regulatory Agencies, SAMHSA",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/06/SAMHSA-Strat-Plan-2019-2023.pdf
"June 4, 2019 @ 1:19 pm by Kathy.Burrows",39640,"Identity Theft - Data Breach Recovery Checklist","Regulatory Agencies, ONC",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/06/ONC-Data_Breach.pdf
"June 4, 2019 @ 1:15 pm by Kathy.Burrows",39636,"List of Special Focus Facilities (SFF) and Candidates for the SFF Program","Regulatory Agencies, Congress",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/06/Congress-SFF-List-with-Cover-Letter-051419-Casey.pdf
"June 4, 2019 @ 1:13 pm by Kathy.Burrows",39634,"Families' and Residents' Right to Know: Uncovering Poor Care in America's Nursing Homes","Regulatory Agencies, Congress",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/06/Congress-Casey-Toomey-SFF-Report-June-2019.pdf
"June 3, 2019 @ 9:45 am by Lee-Ann.Arner",39528,"Medicare and Medicaid; Programs of All-Inclusive Care for the Elderly (PACE)","Survey and Certification, Federal Register, 2019 Federal Register",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/06/PACE-final-rule.pdf
"May 31, 2019 @ 3:34 pm by Lee-Ann.Arner",39524,"Transmittal #883 - Update to Chapter 12 (the Comprehensive Error Rate Testing (CERT) Program) of Publication 100-08","Financial, CMS Manuals, Transmittals, Transmittals: 100-08 Medicare Program Integrity Manual",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/05/Transmittal-883PI.pdf
"May 31, 2019 @ 12:37 pm by Kathy.Burrows",39497,"Outpatient Rehabilitation Therapy Services: Complying with Documentation Requirements","Regulatory Agencies, CMS, Medicare, Medicare Learning Network",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/05/OutptRehabTherapy-Booklet-MLN905365.pdf
"May 28, 2019 @ 5:26 pm by Mandy.Lytle",13443,"Link to OSHA's Injury Tracking Application","Assisted Living, Safety, OSHA, Recordkeeping, 6. Electronic Reporting, Safety, OSHA, Recordkeeping, 6. Electronic Reporting",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/08/Link-OSHA-ITA-1.pdf
